中文名,英文名,等级,总排名,等级内序号,海克斯名称
深渊巨口,KogMaw,黄金,102,48,生机迸发
深渊巨口,KogMaw,棱彩,103,25,不祥契约
深渊巨口,KogMaw,白银,104,31,注魔
深渊巨口,KogMaw,白银,105,32,会心防御
深渊巨口,KogMaw,棱彩,106,26,亮出你的剑
深渊巨口,KogMaw,棱彩,107,27,夺金
深渊巨口,KogMaw,棱彩,108,28,回归基本功
深渊巨口,KogMaw,黄金,109,49,闪现向前
深渊巨口,KogMaw,白银,110,33,升级：中娅
深渊巨口,KogMaw,黄金,111,50,神圣干预
深渊巨口,KogMaw,白银,112,34,终极不可阻挡
深渊巨口,KogMaw,黄金,113,51,炽烈黎明
深渊巨口,KogMaw,黄金,114,52,尖端发明家
深渊巨口,KogMaw,白银,115,35,重量级打击手
深渊巨口,KogMaw,白银,116,36,防护面纱
深渊巨口,KogMaw,黄金,117,53,无休回复
深渊巨口,KogMaw,棱彩,118,29,当心小蛋糕！
深渊巨口,KogMaw,黄金,119,54,坦克引擎
深渊巨口,KogMaw,棱彩,120,30,全能龙魂
深渊巨口,KogMaw,白银,121,37,残暴之力
深渊巨口,KogMaw,棱彩,122,31,任务：海牛阿福的勇士
深渊巨口,KogMaw,棱彩,123,32,？？？
深渊巨口,KogMaw,黄金,124,55,急急小子
深渊巨口,KogMaw,白银,125,38,吵闹鬼
深渊巨口,KogMaw,棱彩,126,33,终极唤醒
深渊巨口,KogMaw,黄金,127,56,面包和黄油
深渊巨口,KogMaw,黄金,128,57,任务：钢化你心
深渊巨口,KogMaw,白银,129,39,退敌力场
深渊巨口,KogMaw,黄金,130,58,一板一眼
深渊巨口,KogMaw,棱彩,131,34,小丑学院
深渊巨口,KogMaw,白银,132,40,由暴生急
深渊巨口,KogMaw,棱彩,133,35,神圣雪球
深渊巨口,KogMaw,黄金,134,59,星界躯体
深渊巨口,KogMaw,棱彩,135,36,卡皮巴拉空投
深渊巨口,KogMaw,白银,136,41,转得我眩晕了
深渊巨口,KogMaw,白银,137,42,纯粹主义者 - 术师
深渊巨口,KogMaw,白银,138,43,唯快不破
深渊巨口,KogMaw,黄金,139,60,黎明使者的坚决
深渊巨口,KogMaw,棱彩,140,37,科学狂人
深渊巨口,KogMaw,白银,141,44,杀意翻涌
深渊巨口,KogMaw,棱彩,142,38,歌利亚巨人
深渊巨口,KogMaw,白银,143,45,自我毁灭
深渊巨口,KogMaw,棱彩,144,39,魄罗之王的弹跳
深渊巨口,KogMaw,黄金,145,61,坚韧
深渊巨口,KogMaw,棱彩,146,40,尊我为王
深渊巨口,KogMaw,棱彩,147,41,量子计算
深渊巨口,KogMaw,棱彩,148,42,你肩上的恶魔
深渊巨口,KogMaw,白银,149,46,山脉龙魂
深渊巨口,KogMaw,棱彩,150,43,感受燃烧
深渊巨口,KogMaw,白银,151,47,冰霜 幽灵
深渊巨口,KogMaw,棱彩,152,44,激光治疗
深渊巨口,KogMaw,棱彩,153,45,扳机炼狱
深渊巨口,KogMaw,棱彩,154,46,男爵之手
深渊巨口,KogMaw,棱彩,155,47,利刃华尔兹
深渊巨口,KogMaw,棱彩,156,48,蛋白粉奶昔
深渊巨口,KogMaw,棱彩,157,49,慢炖
深渊巨口,KogMaw,棱彩,158,50,最终形态
深渊巨口,KogMaw,白银,159,48,急救用具
深渊巨口,KogMaw,黄金,160,62,圣火
深渊巨口,KogMaw,白银,161,49,天音爆
深渊巨口,KogMaw,黄金,162,63,咏叹奏鸣
深渊巨口,KogMaw,棱彩,163,51,死亡之环
深渊巨口,KogMaw,白银,164,50,闪闪现现
深渊巨口,KogMaw,棱彩,165,52,和我一起困在这里
深渊巨口,KogMaw,棱彩,166,53,任务：艾卡西亚的陷落
深渊巨口,KogMaw,白银,167,51,升级：献祭
深渊巨口,KogMaw,黄金,168,64,魔鬼之舞
深渊巨口,KogMaw,棱彩,169,54,王中王，靴中靴
深渊巨口,KogMaw,棱彩,170,55,信念者的强化
深渊巨口,KogMaw,白银,171,52,折磨者
深渊巨口,KogMaw,白银,172,53,血上加伤
纳祖芒荣耀,KSante,黄金,1,1,坦克引擎
纳祖芒荣耀,KSante,黄金,2,2,吞噬灵魂
纳祖芒荣耀,KSante,黄金,3,3,任务：钢化你心
纳祖芒荣耀,KSante,黄金,4,4,星界躯体
纳祖芒荣耀,KSante,白银,5,1,扇巴掌
纳祖芒荣耀,KSante,黄金,6,5,狂徒豪气
纳祖芒荣耀,KSante,黄金,7,6,坚韧
纳祖芒荣耀,KSante,白银,8,2,重量级打击手
纳祖芒荣耀,KSante,棱彩,9,1,飞身踢
纳祖芒荣耀,KSante,黄金,10,7,古式佳酿
纳祖芒荣耀,KSante,棱彩,11,2,歌利亚巨人
纳祖芒荣耀,KSante,黄金,12,8,不动如山
纳祖芒荣耀,KSante,棱彩,13,3,蛋白粉奶昔
纳祖芒荣耀,KSante,黄金,14,9,质变：棱彩阶
纳祖芒荣耀,KSante,白银,15,3,快中求稳
纳祖芒荣耀,KSante,棱彩,16,4,慢炖
纳祖芒荣耀,KSante,棱彩,17,5,任务：艾卡西亚的陷落
纳祖芒荣耀,KSante,棱彩,18,6,全凭身法
纳祖芒荣耀,KSante,白银,19,4,恶趣味
纳祖芒荣耀,KSante,白银,20,5,暗影疾奔
纳祖芒荣耀,KSante,白银,21,6,坚若磐石
纳祖芒荣耀,KSante,白银,22,7,升级：荆棘之甲
纳祖芒荣耀,KSante,白银,23,8,质变：黄金阶
纳祖芒荣耀,KSante,黄金,24,10,属性叠属性！
纳祖芒荣耀,KSante,黄金,25,11,会心治疗
纳祖芒荣耀,KSante,棱彩,26,7,最终形态
纳祖芒荣耀,KSante,棱彩,27,8,巨像的勇气
纳祖芒荣耀,KSante,白银,28,9,升级：献祭
纳祖芒荣耀,KSante,黄金,29,12,咏叹奏鸣
纳祖芒荣耀,KSante,黄金,30,13,吸血习性
纳祖芒荣耀,KSante,黄金,31,14,裁决使
纳祖芒荣耀,KSante,黄金,32,15,尖端发明家
纳祖芒荣耀,KSante,黄金,33,16,缩小引擎
纳祖芒荣耀,KSante,白银,34,10,冰霜 幽灵
纳祖芒荣耀,KSante,白银,35,11,自我毁灭
纳祖芒荣耀,KSante,白银,36,12,强力护盾
纳祖芒荣耀,KSante,棱彩,37,9,砍伤
纳祖芒荣耀,KSante,白银,38,13,急救用具
纳祖芒荣耀,KSante,黄金,39,17,升级：耀光
纳祖芒荣耀,KSante,黄金,40,18,升级：雪球
纳祖芒荣耀,KSante,白银,41,14,渴血
纳祖芒荣耀,KSante,黄金,42,19,雪球扭蛋机
纳祖芒荣耀,KSante,黄金,43,20,弹球
纳祖芒荣耀,KSante,黄金,44,21,黎明使者的坚决
纳祖芒荣耀,KSante,黄金,45,22,心灵净化
纳祖芒荣耀,KSante,棱彩,46,10,质变：混沌
纳祖芒荣耀,KSante,黄金,47,23,循环往复
纳祖芒荣耀,KSante,黄金,48,24,生机迸发
纳祖芒荣耀,KSante,黄金,49,25,作弊：我能回城！
纳祖芒荣耀,KSante,白银,50,15,山脉龙魂
纳祖芒荣耀,KSante,棱彩,51,11,史上最大雪球
纳祖芒荣耀,KSante,白银,52,16,属性！
纳祖芒荣耀,KSante,黄金,53,26,神圣干预
纳祖芒荣耀,KSante,棱彩,54,12,风语者的祝福
纳祖芒荣耀,KSante,棱彩,55,13,舞会女王
纳祖芒荣耀,KSante,黄金,56,27,最终都市列车
纳祖芒荣耀,KSante,白银,57,17,俯冲轰炸
纳祖芒荣耀,KSante,黄金,58,28,捐赠
纳祖芒荣耀,KSante,黄金,59,29,红包
纳祖芒荣耀,KSante,黄金,60,30,面包和奶酪
纳祖芒荣耀,KSante,棱彩,61,14,无限循环往复
纳祖芒荣耀,KSante,棱彩,62,15,小丑学院
纳祖芒荣耀,KSante,白银,63,18,逃跑计划
纳祖芒荣耀,KSante,棱彩,64,16,潘朵拉的盒子
纳祖芒荣耀,KSante,黄金,65,31,无休回复
纳祖芒荣耀,KSante,白银,66,19,海洋龙魂
纳祖芒荣耀,KSante,黄金,67,32,虚幻武器
纳祖芒荣耀,KSante,黄金,68,33,魔鬼之舞
纳祖芒荣耀,KSante,白银,69,20,砸开那颗蛋
纳祖芒荣耀,KSante,白银,70,21,侵蚀
纳祖芒荣耀,KSante,黄金,71,34,罪恶快感
纳祖芒荣耀,KSante,棱彩,72,17,属性叠属性叠属性！
纳祖芒荣耀,KSante,白银,73,22,速度恶魔
纳祖芒荣耀,KSante,黄金,74,35,面包和果酱
纳祖芒荣耀,KSante,黄金,75,36,升级：狂妄
纳祖芒荣耀,KSante,棱彩,76,18,大地苏醒
纳祖芒荣耀,KSante,白银,77,23,练腿日
纳祖芒荣耀,KSante,棱彩,78,19,踢踏舞
纳祖芒荣耀,KSante,白银,79,24,天音爆
纳祖芒荣耀,KSante,黄金,80,37,杀戮时间到了
纳祖芒荣耀,KSante,白银,81,25,折磨者
纳祖芒荣耀,KSante,棱彩,82,20,神圣雪球
纳祖芒荣耀,KSante,黄金,83,38,圣火
纳祖芒荣耀,KSante,棱彩,84,21,量子计算
纳祖芒荣耀,KSante,棱彩,85,22,激光治疗
纳祖芒荣耀,KSante,棱彩,86,23,尊我为王
纳祖芒荣耀,KSante,棱彩,87,24,魄罗之王的弹跳
纳祖芒荣耀,KSante,黄金,88,39,全心为你
纳祖芒荣耀,KSante,白银,89,26,霸符兄弟
纳祖芒荣耀,KSante,白银,90,27,杀意翻涌
纳祖芒荣耀,KSante,黄金,91,40,穿针引线
纳祖芒荣耀,KSante,白银,92,28,终极不可阻挡
纳祖芒荣耀,KSante,黄金,93,41,回力OK镖
纳祖芒荣耀,KSante,棱彩,94,25,利刃华尔兹
纳祖芒荣耀,KSante,棱彩,95,26,巨人杀手
纳祖芒荣耀,KSante,黄金,96,42,夜狩
纳祖芒荣耀,KSante,棱彩,97,27,终极唤醒
纳祖芒荣耀,KSante,白银,98,29,会心防御
纳祖芒荣耀,KSante,白银,99,30,负重爆气
纳祖芒荣耀,KSante,黄金,100,43,闪现向前
纳祖芒荣耀,KSante,棱彩,101,28,？？？
纳祖芒荣耀,KSante,棱彩,102,29,珠光护手
纳祖芒荣耀,KSante,白银,103,31,冰寒
纳祖芒荣耀,KSante,白银,104,32,由心及物
纳祖芒荣耀,KSante,棱彩,105,30,科学狂人
纳祖芒荣耀,KSante,棱彩,106,31,你摸不到
纳祖芒荣耀,KSante,白银,107,33,转得我眩晕了
纳祖芒荣耀,KSante,黄金,108,44,更万用的瞄准镜
纳祖芒荣耀,KSante,棱彩,109,32,秘术冲拳
纳祖芒荣耀,KSante,黄金,110,45,缩小射线
纳祖芒荣耀,KSante,黄金,111,46,溢流
纳祖芒荣耀,KSante,棱彩,112,33,全能龙魂
纳祖芒荣耀,KSante,棱彩,113,34,至高天诺言
纳祖芒荣耀,KSante,棱彩,114,35,当心小蛋糕！
纳祖芒荣耀,KSante,棱彩,115,36,和我一起困在这里
纳祖芒荣耀,KSante,棱彩,116,37,卡皮巴拉空投
纳祖芒荣耀,KSante,黄金,117,47,易损
纳祖芒荣耀,KSante,黄金,118,48,关键暴击
纳祖芒荣耀,KSante,棱彩,119,38,感受燃烧
纳祖芒荣耀,KSante,棱彩,120,39,回归基本功
纳祖芒荣耀,KSante,棱彩,121,40,扳机炼狱
纳祖芒荣耀,KSante,白银,122,34,退敌力场
纳祖芒荣耀,KSante,白银,123,35,防护面纱
纳祖芒荣耀,KSante,白银,124,36,大力
纳祖芒荣耀,KSante,黄金,125,49,灵魂虹吸
纳祖芒荣耀,KSante,棱彩,126,41,任务：海牛阿福的勇士
纳祖芒荣耀,KSante,黄金,127,50,急急小子
纳祖芒荣耀,KSante,黄金,128,51,火上浇油
纳祖芒荣耀,KSante,黄金,129,52,炽烈黎明
纳祖芒荣耀,KSante,白银,130,37,家园卫士
纳祖芒荣耀,KSante,白银,131,38,海克斯科技龙魂
纳祖芒荣耀,KSante,棱彩,132,42,终极刷新
纳祖芒荣耀,KSante,白银,133,39,万用瞄准镜
纳祖芒荣耀,KSante,白银,134,40,残暴之力
纳祖芒荣耀,KSante,白银,135,41,魔法转物理
纳祖芒荣耀,KSante,白银,136,42,炼狱龙魂
纳祖芒荣耀,KSante,黄金,137,53,一板一眼
纳祖芒荣耀,KSante,黄金,138,54,魔法飞弹
纳祖芒荣耀,KSante,白银,139,43,升级：收集者
纳祖芒荣耀,KSante,棱彩,140,43,小猫咪找妈妈
纳祖芒荣耀,KSante,白银,141,44,吵闹鬼
纳祖芒荣耀,KSante,白银,142,45,灵巧
纳祖芒荣耀,KSante,黄金,143,55,魄罗爆破手
纳祖芒荣耀,KSante,棱彩,144,44,夺金
纳祖芒荣耀,KSante,棱彩,145,45,炼狱导管
纳祖芒荣耀,KSante,白银,146,46,刃下生风
纳祖芒荣耀,KSante,棱彩,147,46,战争交响乐
纳祖芒荣耀,KSante,黄金,148,56,有始有终
纳祖芒荣耀,KSante,棱彩,149,47,你肩上的恶魔
纳祖芒荣耀,KSante,棱彩,150,48,最万用的瞄准镜
纳祖芒荣耀,KSante,棱彩,151,49,玻璃大炮
纳祖芒荣耀,KSante,黄金,152,57,闪电打击
纳祖芒荣耀,KSante,棱彩,153,50,信念者的强化
纳祖芒荣耀,KSante,棱彩,154,51,升级：米凯尔的祝福
纳祖芒荣耀,KSante,棱彩,155,52,精怪魔法
纳祖芒荣耀,KSante,黄金,156,58,升级：无尽之刃
纳祖芒荣耀,KSante,黄金,157,59,接二连三
纳祖芒荣耀,KSante,黄金,158,60,双发快射
纳祖芒荣耀,KSante,白银,159,47,注魔
纳祖芒荣耀,KSante,白银,160,48,台风
纳祖芒荣耀,KSante,白银,161,49,纯粹主义者 - 术师
纳祖芒荣耀,KSante,棱彩,162,53,男爵之手
纳祖芒荣耀,KSante,黄金,163,61,神射法师
纳祖芒荣耀,KSante,白银,164,50,由暴生急
纳祖芒荣耀,KSante,白银,165,51,唯快不破
纳祖芒荣耀,KSante,棱彩,166,54,连拨击锤
纳祖芒荣耀,KSante,白银,167,52,点亮他们！
纳祖芒荣耀,KSante,棱彩,168,55,双刀流
纳祖芒荣耀,KSante,白银,169,53,闪光弹
纳祖芒荣耀,KSante,黄金,170,62,基石法师
纳祖芒荣耀,KSante,棱彩,171,56,地狱三头犬
纳祖芒荣耀,KSante,白银,172,54,双生火焰
纳祖芒荣耀,KSante,白银,173,55,闪闪现现
纳祖芒荣耀,KSante,黄金,174,63,暴击律动
纳祖芒荣耀,KSante,棱彩,175,57,王中王，靴中靴
诡术妖姬,Leblanc,黄金,1,1,裁决使
诡术妖姬,Leblanc,黄金,2,2,魔法飞弹
诡术妖姬,Leblanc,黄金,3,3,超凡邪恶
诡术妖姬,Leblanc,棱彩,4,1,珠光护手
诡术妖姬,Leblanc,白银,5,1,巫师式思考
诡术妖姬,Leblanc,黄金,6,4,穿针引线
诡术妖姬,Leblanc,棱彩,7,2,尤里卡
诡术妖姬,Leblanc,黄金,8,5,杀戮时间到了
诡术妖姬,Leblanc,黄金,9,6,有始有终
诡术妖姬,Leblanc,黄金,10,7,质变：棱彩阶
诡术妖姬,Leblanc,棱彩,11,3,虚空裂隙
诡术妖姬,Leblanc,白银,12,2,快中求稳
诡术妖姬,Leblanc,白银,13,3,暗影疾奔
诡术妖姬,Leblanc,白银,14,4,物理转魔法
诡术妖姬,Leblanc,黄金,15,8,缩小引擎
诡术妖姬,Leblanc,黄金,16,9,魄罗爆破手
诡术妖姬,Leblanc,棱彩,17,4,巨人杀手
诡术妖姬,Leblanc,白银,18,5,火狐
诡术妖姬,Leblanc,黄金,19,10,超强大脑
诡术妖姬,Leblanc,黄金,20,11,祖母的辣椒油
诡术妖姬,Leblanc,棱彩,21,5,任务：沃格勒特的巫师帽
诡术妖姬,Leblanc,棱彩,22,6,小丑学院
诡术妖姬,Leblanc,白银,23,6,质变：黄金阶
诡术妖姬,Leblanc,黄金,24,12,吸血习性
诡术妖姬,Leblanc,黄金,25,13,升级：雪球
诡术妖姬,Leblanc,黄金,26,14,属性叠属性！
诡术妖姬,Leblanc,黄金,27,15,雪球扭蛋机
诡术妖姬,Leblanc,黄金,28,16,红包
诡术妖姬,Leblanc,棱彩,29,7,史上最大雪球
诡术妖姬,Leblanc,棱彩,30,8,全凭身法
诡术妖姬,Leblanc,黄金,31,17,夜狩
诡术妖姬,Leblanc,白银,32,7,负重爆气
诡术妖姬,Leblanc,黄金,33,18,神射法师
诡术妖姬,Leblanc,黄金,34,19,面包和果酱
诡术妖姬,Leblanc,黄金,35,20,循环往复
诡术妖姬,Leblanc,黄金,36,21,溢流
诡术妖姬,Leblanc,白银,37,8,帽上加帽
诡术妖姬,Leblanc,白银,38,9,双生火焰
诡术妖姬,Leblanc,黄金,39,22,基石法师
诡术妖姬,Leblanc,白银,40,10,升级：中娅
诡术妖姬,Leblanc,黄金,41,23,捐赠
诡术妖姬,Leblanc,白银,42,11,扇巴掌
诡术妖姬,Leblanc,黄金,43,24,弹球
诡术妖姬,Leblanc,黄金,44,25,心灵净化
诡术妖姬,Leblanc,黄金,45,26,暴击飞弹
诡术妖姬,Leblanc,白银,46,12,渴血
诡术妖姬,Leblanc,白银,47,13,速度恶魔
诡术妖姬,Leblanc,棱彩,48,9,质变：混沌
诡术妖姬,Leblanc,棱彩,49,10,大地苏醒
诡术妖姬,Leblanc,白银,50,14,刃下生风
诡术妖姬,Leblanc,白银,51,15,属性！
诡术妖姬,Leblanc,黄金,52,27,狂徒豪气
诡术妖姬,Leblanc,白银,53,16,由心及物
诡术妖姬,Leblanc,黄金,54,28,古式佳酿
诡术妖姬,Leblanc,黄金,55,29,作弊：我能回城！
诡术妖姬,Leblanc,棱彩,56,11,尊我为王
诡术妖姬,Leblanc,白银,57,17,自我毁灭
诡术妖姬,Leblanc,白银,58,18,霸符兄弟
诡术妖姬,Leblanc,黄金,59,30,面包和黄油
诡术妖姬,Leblanc,棱彩,60,12,潘朵拉的盒子
诡术妖姬,Leblanc,棱彩,61,13,无限循环往复
诡术妖姬,Leblanc,白银,62,19,炼狱龙魂
诡术妖姬,Leblanc,黄金,63,31,最终都市列车
诡术妖姬,Leblanc,棱彩,64,14,终极唤醒
诡术妖姬,Leblanc,黄金,65,32,吞噬灵魂
诡术妖姬,Leblanc,白银,66,20,海克斯科技龙魂
诡术妖姬,Leblanc,棱彩,67,15,神圣雪球
诡术妖姬,Leblanc,白银,68,21,俯冲轰炸
诡术妖姬,Leblanc,白银,69,22,终极不可阻挡
诡术妖姬,Leblanc,白银,70,23,海洋龙魂
诡术妖姬,Leblanc,棱彩,71,16,属性叠属性叠属性！
诡术妖姬,Leblanc,白银,72,24,家园卫士
诡术妖姬,Leblanc,棱彩,73,17,你摸不到
诡术妖姬,Leblanc,白银,74,25,逃跑计划
诡术妖姬,Leblanc,黄金,75,33,神圣干预
诡术妖姬,Leblanc,黄金,76,34,无休回复
诡术妖姬,Leblanc,棱彩,77,18,炼狱导管
诡术妖姬,Leblanc,黄金,78,35,尖端发明家
诡术妖姬,Leblanc,白银,79,26,杀意翻涌
诡术妖姬,Leblanc,黄金,80,36,易损
诡术妖姬,Leblanc,棱彩,81,19,玻璃大炮
诡术妖姬,Leblanc,黄金,82,37,虚幻武器
诡术妖姬,Leblanc,棱彩,83,20,不祥契约
诡术妖姬,Leblanc,黄金,84,38,关键暴击
诡术妖姬,Leblanc,白银,85,27,防护面纱
诡术妖姬,Leblanc,黄金,86,39,炽烈黎明
诡术妖姬,Leblanc,白银,87,28,注魔
诡术妖姬,Leblanc,黄金,88,40,急急小子
诡术妖姬,Leblanc,棱彩,89,21,夺金
诡术妖姬,Leblanc,黄金,90,41,面包和奶酪
诡术妖姬,Leblanc,白银,91,29,点亮他们！
诡术妖姬,Leblanc,黄金,92,42,生机迸发
诡术妖姬,Leblanc,棱彩,93,22,当心小蛋糕！
诡术妖姬,Leblanc,黄金,94,43,罪恶快感
诡术妖姬,Leblanc,黄金,95,44,灵魂虹吸
诡术妖姬,Leblanc,棱彩,96,23,利刃华尔兹
诡术妖姬,Leblanc,黄金,97,45,闪现向前
诡术妖姬,Leblanc,白银,98,30,狂热者
诡术妖姬,Leblanc,黄金,99,46,回力OK镖
诡术妖姬,Leblanc,白银,100,31,练腿日
诡术妖姬,Leblanc,棱彩,101,24,踢踏舞
诡术妖姬,Leblanc,棱彩,102,25,残忍
诡术妖姬,Leblanc,棱彩,103,26,量子计算
诡术妖姬,Leblanc,棱彩,104,27,？？？
诡术妖姬,Leblanc,棱彩,105,28,魄罗之王的弹跳
诡术妖姬,Leblanc,棱彩,106,29,终极刷新
诡术妖姬,Leblanc,白银,107,32,纯粹主义者 - 术师
诡术妖姬,Leblanc,棱彩,108,30,飞身踢
诡术妖姬,Leblanc,棱彩,109,31,全能龙魂
诡术妖姬,Leblanc,棱彩,110,32,感受燃烧
诡术妖姬,Leblanc,黄金,111,47,坦克引擎
诡术妖姬,Leblanc,黄金,112,48,老练狙神
诡术妖姬,Leblanc,棱彩,113,33,卡皮巴拉空投
诡术妖姬,Leblanc,白银,114,33,会心防御
诡术妖姬,Leblanc,棱彩,115,34,任务：海牛阿福的勇士
诡术妖姬,Leblanc,白银,116,34,侵蚀
诡术妖姬,Leblanc,黄金,117,49,任务：钢化你心
诡术妖姬,Leblanc,黄金,118,50,坚韧
诡术妖姬,Leblanc,棱彩,119,35,科学狂人
诡术妖姬,Leblanc,白银,120,35,冰霜 幽灵
诡术妖姬,Leblanc,黄金,121,51,双发快射
诡术妖姬,Leblanc,黄金,122,52,更万用的瞄准镜
诡术妖姬,Leblanc,黄金,123,53,黎明使者的坚决
诡术妖姬,Leblanc,白银,124,36,退敌力场
诡术妖姬,Leblanc,白银,125,37,由暴生急
诡术妖姬,Leblanc,棱彩,126,36,歌利亚巨人
诡术妖姬,Leblanc,白银,127,38,山脉龙魂
诡术妖姬,Leblanc,白银,128,39,唯快不破
诡术妖姬,Leblanc,黄金,129,54,会心治疗
诡术妖姬,Leblanc,黄金,130,55,火上浇油
诡术妖姬,Leblanc,白银,131,40,转得我眩晕了
诡术妖姬,Leblanc,白银,132,41,坚若磐石
诡术妖姬,Leblanc,棱彩,133,37,秘术冲拳
诡术妖姬,Leblanc,黄金,134,56,星界躯体
诡术妖姬,Leblanc,棱彩,135,38,你肩上的恶魔
诡术妖姬,Leblanc,白银,136,42,冰寒
诡术妖姬,Leblanc,白银,137,43,折磨者
诡术妖姬,Leblanc,棱彩,138,39,男爵之手
诡术妖姬,Leblanc,白银,139,44,魔法转物理
诡术妖姬,Leblanc,棱彩,140,40,最终形态
诡术妖姬,Leblanc,棱彩,141,41,扳机炼狱
诡术妖姬,Leblanc,棱彩,142,42,激光治疗
诡术妖姬,Leblanc,白银,143,45,万用瞄准镜
诡术妖姬,Leblanc,棱彩,144,43,最万用的瞄准镜
诡术妖姬,Leblanc,棱彩,145,44,精准奇才
诡术妖姬,Leblanc,棱彩,146,45,回归基本功
诡术妖姬,Leblanc,白银,147,46,吵闹鬼
诡术妖姬,Leblanc,白银,148,47,恶趣味
诡术妖姬,Leblanc,白银,149,48,灵巧
诡术妖姬,Leblanc,白银,150,49,重量级打击手
诡术妖姬,Leblanc,黄金,151,57,暴击律动
诡术妖姬,Leblanc,黄金,152,58,不动如山
诡术妖姬,Leblanc,棱彩,153,46,慢炖
诡术妖姬,Leblanc,黄金,154,59,升级：耀光
诡术妖姬,Leblanc,棱彩,155,47,战争交响乐
诡术妖姬,Leblanc,白银,156,50,闪光弹
诡术妖姬,Leblanc,棱彩,157,48,巨像的勇气
诡术妖姬,Leblanc,棱彩,158,49,地狱三头犬
诡术妖姬,Leblanc,棱彩,159,50,蛋白粉奶昔
诡术妖姬,Leblanc,黄金,160,60,咏叹奏鸣
诡术妖姬,Leblanc,白银,161,51,闪闪现现
诡术妖姬,Leblanc,黄金,162,61,升级：无尽之刃
诡术妖姬,Leblanc,棱彩,163,51,和我一起困在这里
诡术妖姬,Leblanc,白银,164,52,急救用具
诡术妖姬,Leblanc,棱彩,165,52,连拨击锤
诡术妖姬,Leblanc,白银,166,53,天音爆
诡术妖姬,Leblanc,黄金,167,62,圣火
诡术妖姬,Leblanc,白银,168,54,升级：收集者
诡术妖姬,Leblanc,棱彩,169,53,双刀流
诡术妖姬,Leblanc,棱彩,170,54,死亡之环
诡术妖姬,Leblanc,黄金,171,63,接二连三
诡术妖姬,Leblanc,棱彩,172,55,任务：艾卡西亚的陷落
诡术妖姬,Leblanc,黄金,173,64,缩小射线
诡术妖姬,Leblanc,白银,174,55,台风
诡术妖姬,Leblanc,黄金,175,65,升级：狂妄
诡术妖姬,Leblanc,白银,176,56,升级：献祭
诡术妖姬,Leblanc,棱彩,177,56,信念者的强化
诡术妖姬,Leblanc,棱彩,178,57,王中王，靴中靴
诡术妖姬,Leblanc,白银,179,57,血上加伤
诡术妖姬,Leblanc,棱彩,180,58,至高天诺言
盲僧,LeeSin,黄金,1,1,吸血习性
盲僧,LeeSin,黄金,2,2,升级：狂妄
盲僧,LeeSin,黄金,3,3,裁决使
盲僧,LeeSin,白银,4,1,渴血
盲僧,LeeSin,黄金,5,4,狂徒豪气
盲僧,LeeSin,棱彩,6,1,小丑学院
盲僧,LeeSin,白银,7,2,快中求稳
盲僧,LeeSin,黄金,8,5,质变：棱彩阶
盲僧,LeeSin,黄金,9,6,夜狩
盲僧,LeeSin,黄金,10,7,穿针引线
盲僧,LeeSin,白银,11,3,残暴之力
盲僧,LeeSin,棱彩,12,2,珠光护手
盲僧,LeeSin,白银,13,4,升级：收集者
盲僧,LeeSin,白银,14,5,暗影疾奔
盲僧,LeeSin,黄金,15,8,古式佳酿
盲僧,LeeSin,棱彩,16,3,巨人杀手
盲僧,LeeSin,白银,17,6,强力护盾
盲僧,LeeSin,黄金,18,9,缩小引擎
盲僧,LeeSin,棱彩,19,4,歌利亚巨人
盲僧,LeeSin,黄金,20,10,升级：雪球
盲僧,LeeSin,白银,21,7,质变：黄金阶
盲僧,LeeSin,棱彩,22,5,最终形态
盲僧,LeeSin,黄金,23,11,最终都市列车
盲僧,LeeSin,黄金,24,12,属性叠属性！
盲僧,LeeSin,黄金,25,13,弹球
盲僧,LeeSin,黄金,26,14,雪球扭蛋机
盲僧,LeeSin,白银,27,8,俯冲轰炸
盲僧,LeeSin,棱彩,28,6,史上最大雪球
盲僧,LeeSin,棱彩,29,7,质变：混沌
盲僧,LeeSin,黄金,30,15,红包
盲僧,LeeSin,白银,31,9,属性！
盲僧,LeeSin,棱彩,32,8,大地苏醒
盲僧,LeeSin,白银,33,10,自我毁灭
盲僧,LeeSin,黄金,34,16,心灵净化
盲僧,LeeSin,黄金,35,17,会心治疗
盲僧,LeeSin,白银,36,11,炼狱龙魂
盲僧,LeeSin,棱彩,37,9,利刃华尔兹
盲僧,LeeSin,白银,38,12,魔法转物理
盲僧,LeeSin,棱彩,39,10,扳机炼狱
盲僧,LeeSin,白银,40,13,大力
盲僧,LeeSin,黄金,41,18,罪恶快感
盲僧,LeeSin,黄金,42,19,捐赠
盲僧,LeeSin,黄金,43,20,杀戮时间到了
盲僧,LeeSin,黄金,44,21,循环往复
盲僧,LeeSin,黄金,45,22,面包和黄油
盲僧,LeeSin,白银,46,14,负重爆气
盲僧,LeeSin,黄金,47,23,魔鬼之舞
盲僧,LeeSin,棱彩,48,11,秘术冲拳
盲僧,LeeSin,棱彩,49,12,神圣雪球
盲僧,LeeSin,棱彩,50,13,舞会女王
盲僧,LeeSin,白银,51,15,速度恶魔
盲僧,LeeSin,棱彩,52,14,尊我为王
盲僧,LeeSin,白银,53,16,急救用具
盲僧,LeeSin,棱彩,54,15,战争交响乐
盲僧,LeeSin,黄金,55,24,魄罗爆破手
盲僧,LeeSin,棱彩,56,16,飞身踢
